gene	svirid	achine	agerar	agerjg	avirgi	bdista	blagur	ccitra	crefra	cserru	etrips	hcompr	hconto	irugos	ppanic	rrottb	sbicol	smicro	sscopa	tdacn1	tdacn2	tdacs1	tdacs2	tdactm	telega	ttrian	tzopol	udigit	vcuspi	zTIL01	zTIL11	zTIL18	zTIL25	zdgigi	zdmomo	zluxur	zmB735	zmhuet	znicar	atenui	rtuber	eophiu	osativ	snutan	pprate
Pavag01G017700.1.v3.1	1	2	4	3	0	0	6	3	1	2	1	6	4	1	1	2	1	1	0	1	1	1	1	2	1	2	1	3	2	1	1	1	1	2	1	1	1	1	1	2	0	1	1	2	8
Pavag01G017800.1.v3.1	1	2	5	6	1	0	6	3	1	2	1	0	4	1	1	2	1	1	0	1	1	1	1	0	2	2	2	3	2	1	1	1	1	2	1	1	1	1	1	2	1	0	0	2	0
Pavag01G017900.1.v3.1	1	2	5	6	1	1	4	3	1	2	0	6	4	1	1	2	1	1	3	1	1	1	1	0	1	2	2	3	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	8
Pavag01G018000.1.v3.1	1	0	0	0	0	1	6	3	1	2	1	0	4	1	1	2	1	0	0	1	1	1	1	0	2	2	2	3	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	0	7
Pavag01G018200.1.v3.1	1	2	5	6	1	1	6	3	1	2	1	5	4	1	1	2	1	1	2	1	1	1	1	0	2	2	1	3	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	0
Pavag01G018300.1.v3.1	1	1	5	6	1	0	6	3	1	2	1	5	4	1	1	2	1	1	2	0	0	0	0	0	2	2	0	3	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0
Pavag01G018400.1.v3.1	0	2	5	6	1	0	5	3	1	2	1	6	4	1	0	2	0	1	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	3	1	1	0	4	0
Pavag01G018500.1.v3.1	1	2	5	6	1	0	6	3	1	2	1	6	4	1	1	2	1	1	0	1	1	1	1	0	2	2	1	3	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	0
Pavag01G018600.1.v3.1	1	2	5	4	1	0	6	3	1	2	2	6	4	1	1	2	1	1	3	0	0	0	0	0	2	2	0	3	2	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	0
Pavag01G018700.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	2	0	0	1	1	1	1	3	1	1	1	1	1	0	0	1	0	0	0
Pavag01G018800.1.v3.1	1	2	5	6	1	1	5	3	1	1	0	0	4	1	1	1	1	1	2	1	1	1	1	2	2	2	2	3	2	1	1	1	1	3	1	1	1	0	1	3	1	1	1	3	0
Pavag01G018900.1.v3.1	1	2	3	4	1	0	5	3	1	1	2	6	4	1	1	1	1	1	2	1	1	1	1	2	2	2	2	3	2	1	1	1	1	3	1	1	1	1	1	3	1	1	1	3	0
Pavag01G019000.1.v3.1	1	2	5	6	1	1	6	3	1	1	2	6	4	1	1	2	1	1	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0
Pavag01G019200.1.v3.1	1	2	5	6	1	1	6	3	1	1	2	6	4	1	1	2	1	1	4	0	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	0
Pavag01G019300.1.v3.1	1	2	5	6	1	1	6	3	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	0	2	2	1	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	0
Pavag01G019400.1.v3.1	1	2	5	6	1	0	6	3	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	0	2	2	1	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	0
Pavag01G019500.1.v3.1	1	2	5	6	1	0	6	3	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	0	2	2	4	3	2	2	2	2	2	2	2	2	2	2	2	3	0	1	1	3	3
Pavag01G019600.1.v3.1	1	2	5	6	1	1	6	3	1	1	2	6	4	1	1	2	1	1	2	2	2	2	2	0	2	2	4	3	2	1	1	0	1	2	2	2	1	2	2	3	0	1	1	3	0
Pavag01G019700.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag01G019800.1.v3.1	1	2	5	6	1	1	6	3	1	1	2	6	4	1	1	2	1	1	2	2	2	2	2	0	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	3	0	1	1	4	3
Pavag01G020000.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Pavag01G020500.1.v3.1	1	2	5	6	1	1	5	3	1	1	0	6	4	1	1	2	1	1	4	1	1	1	1	0	2	2	1	3	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	8
Pavag01G020600.1.v3.1	1	2	5	6	1	1	4	3	1	1	1	6	4	1	1	2	0	1	4	2	2	2	2	0	2	2	3	2	3	1	1	2	2	3	1	2	2	2	3	3	1	1	1	3	7
Pavag01G020700.1.v3.1	1	2	0	6	1	1	0	3	1	1	2	6	4	1	0	2	1	1	4	1	1	1	1	0	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	8
Pavag01G020800.1.v3.1	1	2	5	6	1	1	5	3	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	0	2	2	3	3	3	1	0	1	1	1	1	1	1	1	1	3	1	1	1	3	0
Pavag01G020900.1.v3.1	1	2	5	6	1	1	5	3	1	2	2	5	3	1	1	2	1	0	4	1	1	1	1	0	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	0
Pavag01G021000.1.v3.1	1	1	3	5	1	1	5	3	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	2	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	1	4	8
Pavag01G021100.1.v3.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag01G021200.1.v3.1	1	2	5	6	1	0	5	3	1	2	2	6	3	1	1	0	1	1	4	1	1	1	1	0	2	2	2	3	3	1	1	0	1	0	0	0	0	1	0	3	1	1	0	3	0
Pavag01G021300.1.v3.1	1	1	4	6	1	1	5	3	1	1	2	5	2	1	1	2	1	1	2	1	1	1	1	0	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	3	6
Pavag01G021400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Pavag01G021600.1.v3.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag01G021700.1.v3.1	0	2	5	6	1	0	6	3	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	0	1	2	2	3	3	1	1	1	1	1	1	0	1	1	1	2	1	1	0	4	0
Pavag01G021800.1.v3.1	0	1	5	6	1	1	4	3	1	0	0	6	4	1	1	2	1	0	3	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	4	0
Pavag01G021900.1.v3.1	1	1	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Pavag01G022000.1.v3.1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pavag01G022200.1.v3.1	0	0	0	0	0	0	6	0	0	0	2	6	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Pavag01G022300.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	2	3	3	1	1	1	1	2	1	1	1	1	2	2	1	1	0	0	0
Pavag01G022400.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	0	2	2	0	3	3	1	1	1	1	1	1	1	1	1	2	2	1	1	0	3	6
Pavag01G022500.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	0	2	2	2	3	3	1	1	1	1	2	1	1	1	1	2	2	1	1	0	3	6
Pavag01G022600.1.v3.1	0	2	5	6	1	0	5	3	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	0	2	2	2	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	0	3	6
Pavag01G022800.1.v3.1	0	2	5	6	1	0	6	3	1	2	1	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	4	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	0	4	0
Pavag01G023000.1.v3.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag01G023200.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	2	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	0	4	0
Pavag01G023300.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	0	2	1	1	4	2	2	2	2	0	2	0	4	3	3	2	2	2	2	4	2	2	2	2	4	3	1	1	0	0	0
Pavag01G023400.1.v3.1	0	1	5	6	1	0	6	3	1	2	2	3	4	1	0	0	1	1	3	2	2	2	2	0	2	0	4	2	3	1	2	2	1	3	2	2	2	1	4	3	1	1	0	0	0
Pavag01G023600.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	0	2	2	4	0	3	2	2	2	2	3	2	2	2	2	4	3	1	1	0	3	0
Pavag01G023800.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	2	1	1	4	0	0	0	0	0	2	0	4	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	0	3	6
Pavag01G023900.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	1	1	1	4	0	0	0	0	0	2	0	3	0	3	1	1	1	1	2	1	1	1	1	2	3	1	1	0	3	6
Pavag01G024000.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	1	1	1	3	1	1	1	1	2	2	2	0	0	3	1	1	1	1	1	1	1	1	1	0	3	1	1	0	4	6
Pavag01G024100.1.v3.1	0	2	5	6	1	0	0	3	1	2	2	6	0	1	1	1	1	1	3	1	1	1	1	0	2	2	3	3	3	1	1	0	1	0	0	1	1	1	0	3	1	1	0	4	6
Pavag01G024200.1.v3.1	0	2	5	6	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag01G024300.1.v3.1	0	2	5	6	1	0	6	3	1	2	2	6	4	1	1	1	1	1	3	1	1	1	1	0	2	2	3	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	0	4	3
Pavag01G024400.1.v3.1	0	2	5	5	1	0	4	3	1	2	2	6	4	1	1	2	1	1	0	1	1	1	1	0	2	2	2	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	0	4	3
Pavag01G024500.1.v3.1	1	1	5	0	0	0	4	2	1	2	0	6	0	0	0	0	1	1	3	0	0	0	0	0	2	2	0	1	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	3
Pavag01G024600.1.v3.1	1	1	4	6	1	0	6	3	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	0	2	2	2	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	4	0
Pavag01G024700.1.v3.1	1	2	5	6	1	0	6	3	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	3	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	4	3
Pavag01G024800.1.v3.1	1	2	5	6	1	0	6	3	1	1	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	3	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	1	4	0
Pavag01G024900.1.v3.1	1	2	0	6	1	0	5	3	1	1	0	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	3	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	1	4	3
Pavag01G025000.1.v3.1	1	2	0	4	1	0	4	2	1	1	2	6	3	1	1	2	1	1	2	0	0	0	0	0	2	2	0	3	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	4	0
Pavag01G025100.1.v3.1	1	2	0	6	1	0	4	3	1	1	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	1	3	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	0	4	6
Pavag01G025500.1.v3.1	1	2	5	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	2	4	3	3	2	2	2	2	3	2	2	2	2	3	3	1	1	1	4	4
Pavag01G025600.1.v3.1	1	2	5	6	1	1	6	3	1	2	1	6	4	0	0	2	0	0	0	2	2	2	2	4	2	2	4	3	3	2	2	2	2	3	2	2	2	2	3	3	1	1	1	0	0
Pavag01G025700.1.v3.1	1	2	5	5	1	1	6	3	1	2	0	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	2	3	3	1	1	0	1	2	1	1	1	1	2	3	1	1	1	4	7
Pavag01G025800.1.v3.1	1	2	5	6	1	0	6	3	1	2	0	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	4	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	4	0
Pavag01G025900.1.v3.1	1	2	5	6	1	0	6	3	1	2	0	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	2	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	4	0
Pavag01G026000.1.v3.1	1	2	4	6	1	0	5	3	1	1	2	6	4	1	1	2	1	1	0	2	1	0	0	0	2	2	4	3	3	2	2	2	2	2	2	1	2	2	2	2	1	1	0	3	0
Pavag01G026100.1.v3.1	1	2	4	6	1	1	0	3	1	1	2	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	0
Pavag01G026200.1.v3.1	1	2	4	6	1	1	0	3	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	0
Pavag01G026300.1.v3.1	1	2	4	6	1	1	5	3	1	1	0	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	0
Pavag01G026500.1.v3.1	1	2	5	6	1	0	6	3	1	1	2	6	4	1	1	2	1	1	0	2	2	2	2	4	2	2	4	0	3	2	2	2	2	2	2	2	2	2	3	3	1	1	1	3	0
Pavag01G026600.1.v3.1	1	2	5	6	1	1	6	3	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	4	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	0	8
Pavag01G026800.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	3	0	0	1	0	0
Pavag01G027000.1.v3.1	1	2	5	6	0	0	6	3	1	2	1	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	2	3	3	1	0	0	0	0	0	0	0	1	0	3	1	1	1	4	8
Pavag01G027100.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag01G027200.1.v3.1	0	3	5	6	1	0	6	3	1	1	1	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	8
Pavag01G027300.1.v3.1	1	3	5	0	1	1	6	3	1	1	1	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	2	3	3	1	1	1	1	0	0	1	1	1	0	2	1	1	1	2	8
Pavag01G027400.1.v3.1	1	3	5	0	1	1	6	3	1	1	1	6	4	1	1	2	1	1	3	0	0	0	0	0	2	2	2	3	3	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	8
Pavag01G027500.1.v3.1	1	3	5	0	1	1	6	3	1	1	1	6	4	1	1	2	1	0	3	1	1	1	1	2	2	2	4	3	3	2	2	2	2	2	2	2	2	2	3	2	1	1	0	2	0
Pavag01G027600.1.v3.1	1	3	5	0	1	1	6	3	1	0	1	6	4	1	1	2	1	0	0	1	1	1	1	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	3	0
Pavag01G027700.1.v3.1	1	3	4	0	1	1	6	3	1	0	1	6	4	1	1	2	1	0	4	2	2	2	2	4	2	2	4	0	3	2	2	2	2	2	2	2	2	2	3	3	1	1	1	3	0
Pavag01G027800.1.v3.1	1	2	4	0	1	1	6	3	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	0	2	2	2	0	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	0	2
Pavag01G028500.1.v3.1	1	2	4	0	1	1	6	3	1	2	0	6	4	1	1	2	1	1	4	0	1	1	1	2	2	2	2	3	3	0	0	1	1	0	0	1	0	1	2	2	1	1	1	3	0
Pavag01G028900.1.v3.1	1	2	4	0	1	1	6	3	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	2	3	3	0	0	0	0	0	0	1	0	0	1	2	1	1	1	2	8
Pavag01G029100.1.v3.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag01G029300.1.v3.1	1	2	5	0	1	1	6	4	1	0	0	5	4	1	1	2	1	1	4	2	2	2	2	4	1	2	4	3	3	2	2	2	2	3	2	2	2	2	4	2	0	1	1	0	7
Pavag01G029500.1.v3.1	1	2	5	0	1	0	6	4	1	2	1	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	1	3	3	1	1	1	0	1	0	1	0	1	2	2	1	1	1	0	6
Pavag01G029600.1.v3.1	1	2	5	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	3	3	3	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	8
Pavag01G029700.1.v3.1	1	2	4	6	1	1	5	4	1	2	2	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	3	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	1	2	8
Pavag01G029800.1.v3.1	1	2	4	6	1	1	5	4	1	2	2	5	4	1	1	2	1	1	4	1	1	1	1	2	2	2	3	3	3	1	1	1	1	2	1	1	1	1	2	3	1	1	0	2	8
Pavag01G029900.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	0	2	2	4	0	3	2	2	2	2	3	2	2	2	2	4	3	1	1	1	2	8
Pavag01G030000.1.v3.1	1	2	5	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	2	3	3	3	2	2	2	2	0	0	2	2	2	4	3	1	1	1	2	0
Pavag01G030100.1.v3.1	1	2	5	6	1	1	6	5	1	1	2	6	4	1	1	0	1	0	3	2	2	2	2	4	2	2	2	3	3	1	1	1	1	1	1	1	1	0	2	3	1	1	1	3	8
Pavag01G030200.1.v3.1	1	2	5	6	1	1	6	5	1	1	2	6	4	1	1	2	1	0	3	1	1	1	1	2	2	2	1	0	3	1	1	0	1	1	1	1	1	1	1	3	1	1	1	3	8
Pavag01G030300.1.v3.1	0	2	0	0	0	0	6	4	1	0	1	6	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pavag01G030400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pavag01G030500.1.v3.1	1	2	5	6	1	1	6	3	1	1	2	6	4	1	1	2	1	1	2	2	2	2	2	4	2	0	3	3	3	2	2	2	2	2	2	2	2	2	2	3	1	2	1	2	8
Pavag01G030800.1.v3.1	1	2	3	3	1	0	6	3	1	1	2	6	4	1	1	2	0	0	3	1	1	1	1	2	2	2	1	3	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	0
Pavag01G030900.1.v3.1	1	2	5	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	3	1	1	1	3	0
Pavag01G031100.1.v3.1	1	2	5	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	0	2	2	2	2	4	2	2	3	3	3	2	2	2	2	2	2	2	2	2	3	3	1	1	1	3	1
Pavag01G031200.1.v3.1	1	0	4	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	3	0
Pavag01G031300.1.v3.1	1	0	0	5	1	0	0	0	0	0	2	0	4	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	3	0
Pavag01G031400.1.v3.1	1	2	5	6	1	0	4	3	1	2	0	6	0	1	1	1	1	0	4	2	2	2	2	4	0	2	4	3	3	2	1	2	2	2	2	0	1	0	3	3	1	0	0	0	0
Pavag01G031500.1.v3.1	1	2	5	6	1	1	6	5	1	2	1	6	4	1	1	0	1	0	0	2	2	2	2	4	2	2	4	0	3	2	2	2	2	2	2	0	2	2	3	3	1	1	1	4	6
Pavag01G031600.1.v3.1	1	2	5	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	3	0	0	0	0	0	2	2	2	3	3	1	1	1	0	1	1	1	0	1	2	4	1	1	1	4	0
Pavag01G031700.1.v3.1	1	2	5	6	1	0	6	5	1	2	0	6	4	1	1	2	1	1	2	2	2	2	2	4	2	2	4	3	3	0	2	2	2	0	0	0	0	2	3	4	1	1	1	4	8
Pavag01G031800.1.v3.1	1	2	5	5	1	1	6	5	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	2	4	2	3	2	2	2	2	3	2	2	2	2	2	4	1	1	1	1	7
Pavag01G031900.1.v3.1	1	2	5	5	1	1	6	5	1	2	2	6	4	1	1	0	1	1	3	2	2	2	2	4	2	2	4	0	3	2	2	2	2	3	2	2	2	0	2	4	1	1	1	3	0
Pavag01G032100.1.v3.1	1	2	5	6	1	1	6	6	1	2	0	6	4	1	1	2	1	1	3	2	2	2	2	4	1	1	4	3	3	2	2	2	2	3	2	2	0	2	2	2	1	1	1	2	8
Pavag01G032200.1.v3.1	1	1	0	0	0	0	0	4	0	2	2	0	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Pavag01G032300.1.v3.1	1	2	5	6	1	0	6	5	1	2	2	6	4	1	1	2	1	0	0	1	1	1	1	2	2	1	2	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	5
Pavag01G032600.1.v3.1	1	2	3	6	1	0	6	5	1	2	2	6	0	1	1	2	1	1	0	1	1	1	1	2	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	3
Pavag01G032800.1.v3.1	1	2	5	6	1	1	6	5	1	1	2	6	4	1	1	2	1	1	3	2	2	2	2	0	2	1	3	3	3	1	1	1	1	1	1	1	1	2	1	3	1	2	1	2	3
Pavag01G032900.1.v3.1	1	2	5	6	1	0	0	5	1	1	2	0	4	1	1	2	1	0	0	2	2	2	2	4	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0
Pavag01G033000.1.v3.1	1	2	5	6	1	0	6	5	1	1	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	1	3	3	3	2	2	2	2	3	2	2	2	2	2	3	1	2	1	2	7
Pavag01G033500.1.v3.1	1	2	0	0	1	1	6	5	1	2	2	0	4	1	1	2	1	1	4	1	1	1	1	2	0	2	3	3	3	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	8
Pavag01G033600.1.v3.1	1	2	5	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	1	2	2	3	3	3	0	0	0	0	0	0	0	0	0	0	3	1	1	1	4	8
Pavag01G033700.1.v3.1	1	2	5	6	1	1	6	5	1	2	2	6	4	0	1	2	1	1	4	1	1	1	1	2	2	2	3	2	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	4	0
Pavag01G033900.1.v3.1	1	0	5	6	1	1	6	5	1	2	2	6	4	1	0	2	1	1	4	1	1	1	1	2	1	2	2	3	3	0	0	0	0	0	0	0	0	0	0	3	1	1	1	4	0
Pavag01G034100.1.v3.1	0	2	4	5	1	1	0	5	0	1	2	5	4	1	1	1	1	1	4	1	1	1	1	2	1	2	3	3	3	0	0	0	1	0	0	0	1	0	0	3	1	1	0	1	8
Pavag01G034300.1.v3.1	1	2	5	6	1	0	0	4	1	2	2	6	4	1	1	2	1	0	4	1	1	1	1	2	0	2	3	0	3	1	1	1	1	3	1	1	1	1	2	3	1	1	1	1	7
Pavag01G034400.1.v3.1	1	2	5	6	1	1	0	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	2	1	2	1	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	8
Pavag01G034500.1.v3.1	1	2	3	0	1	1	0	5	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	1	3	3	1	1	1	1	1	0	1	2	1	1	3	1	1	1	0	8
Pavag01G034600.1.v3.1	1	2	4	0	1	0	5	0	0	1	2	0	3	1	1	2	1	0	1	1	1	1	1	2	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	1	3	3
Pavag01G034700.1.v3.1	1	2	3	0	1	1	0	5	1	1	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	2	4	0	3	1	1	1	1	3	1	1	1	1	1	3	1	1	1	3	0
Pavag01G034800.1.v3.1	1	2	5	6	1	0	0	5	1	2	2	6	4	1	1	2	1	1	2	2	2	2	2	4	2	2	4	3	3	1	1	1	1	1	1	1	2	1	1	3	1	1	1	4	0
Pavag01G035000.1.v3.1	1	2	5	6	1	1	0	5	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	2	4	3	3	2	2	2	2	4	2	2	3	2	3	3	1	1	1	3	0
Pavag01G035200.1.v3.1	1	2	0	0	0	1	6	5	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	0	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	4	8
Pavag01G035300.1.v3.1	1	2	0	0	1	1	6	5	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	1	3	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	4	7
Pavag01G035400.1.v3.1	1	2	5	6	1	1	0	4	1	2	2	6	0	1	1	2	1	1	3	2	2	2	2	4	2	0	4	3	3	1	1	1	1	3	1	1	1	1	1	0	1	1	1	4	0
